time,open,high,low,close,tick_volume,spread,real_volume
2020-09-18 22:00:00,1.31955,1.32031,1.31942,1.31971,2391,2,0
2020-09-18 23:00:00,1.31971,1.3203,1.31918,1.32022,1072,4,0
2020-09-21 00:00:00,1.32083,1.32083,1.31912,1.31951,328,22,0
2020-09-21 01:00:00,1.31946,1.32086,1.31933,1.3201,1342,2,0
2020-09-21 02:00:00,1.3201,1.32028,1.31921,1.3197999999999999,1175,3,0
2020-09-21 03:00:00,1.31982,1.32009,1.31809,1.31819,1612,5,0
2020-09-21 04:00:00,1.31819,1.31875,1.31749,1.3185799999999999,1959,3,0
2020-09-21 05:00:00,1.31859,1.3186,1.31737,1.31785,2144,4,0
2020-09-21 06:00:00,1.31785,1.31815,1.31746,1.31756,2023,2,0
2020-09-21 07:00:00,1.31754,1.31782,1.3170899999999999,1.31776,1195,2,0
2020-09-21 08:00:00,1.31776,1.31866,1.31755,1.31803,1941,2,0
2020-09-21 09:00:00,1.31803,1.31949,1.31784,1.3192,1559,3,0
2020-09-21 10:00:00,1.3192,1.32163,1.31857,1.32126,3115,2,0
2020-09-21 11:00:00,1.32126,1.32315,1.32126,1.32223,2957,1,0
2020-09-21 12:00:00,1.32225,1.32336,1.32107,1.32336,2458,3,0
2020-09-21 13:00:00,1.32336,1.32397,1.3228,1.32308,1913,0,0
2020-09-21 14:00:00,1.32308,1.32407,1.323,1.3232599999999999,1401,4,0
2020-09-21 15:00:00,1.3232599999999999,1.32644,1.3232599999999999,1.32517,2393,1,0
2020-09-21 16:00:00,1.32517,1.32759,1.32408,1.32755,4757,1,0
2020-09-21 17:00:00,1.32755,1.3308499999999999,1.32743,1.33025,5005,1,0
2020-09-21 18:00:00,1.33022,1.3320400000000001,1.32923,1.32975,3588,1,0
2020-09-21 19:00:00,1.32974,1.33196,1.32912,1.33159,3416,1,0
2020-09-21 20:00:00,1.3316,1.33193,1.33052,1.33103,2450,2,0
2020-09-21 21:00:00,1.33105,1.33196,1.3302,1.33178,2050,2,0
2020-09-21 22:00:00,1.3317700000000001,1.3318699999999999,1.33025,1.33078,2581,1,0
2020-09-21 23:00:00,1.33078,1.33078,1.32948,1.3306499999999999,1142,2,0
2020-09-22 00:00:00,1.33066,1.3315299999999999,1.3302800000000001,1.33074,522,1,0
2020-09-22 01:00:00,1.33074,1.3316,1.33049,1.33101,1028,1,0
2020-09-22 02:00:00,1.33101,1.33121,1.33003,1.3302100000000001,1343,2,0
2020-09-22 03:00:00,1.3302,1.3315299999999999,1.32974,1.33046,1716,2,0
2020-09-22 04:00:00,1.33052,1.3323800000000001,1.33037,1.33109,2586,3,0
2020-09-22 05:00:00,1.33109,1.33182,1.33049,1.3309,1476,2,0
2020-09-22 06:00:00,1.3309,1.33118,1.33014,1.33032,1340,4,0
2020-09-22 07:00:00,1.3303099999999999,1.33078,1.33023,1.33041,1446,4,0
2020-09-22 08:00:00,1.33041,1.33205,1.3304,1.3320400000000001,1553,2,0
2020-09-22 09:00:00,1.33198,1.33318,1.33125,1.33253,2275,2,0
2020-09-22 10:00:00,1.33259,1.33457,1.33182,1.33304,3178,0,0
2020-09-22 11:00:00,1.33304,1.33325,1.33081,1.33099,2220,1,0
2020-09-22 12:00:00,1.33096,1.33165,1.3303099999999999,1.33121,1473,4,0
2020-09-22 13:00:00,1.33121,1.33122,1.3289,1.32972,1837,1,0
2020-09-22 14:00:00,1.32972,1.33129,1.32937,1.33104,1963,3,0
2020-09-22 15:00:00,1.33104,1.33209,1.32996,1.33115,2350,2,0
2020-09-22 16:00:00,1.33115,1.3314,1.32836,1.3303099999999999,3451,2,0
2020-09-22 17:00:00,1.3303099999999999,1.3335,1.32905,1.33341,4027,2,0
2020-09-22 18:00:00,1.33339,1.33388,1.33086,1.33134,3225,1,0
2020-09-22 19:00:00,1.33134,1.3332,1.33041,1.33283,2140,1,0
2020-09-22 20:00:00,1.33283,1.33293,1.3306200000000001,1.33103,1727,2,0
2020-09-22 21:00:00,1.33103,1.33105,1.33005,1.33095,1744,4,0
2020-09-22 22:00:00,1.33095,1.33118,1.33003,1.33048,1538,4,0
2020-09-22 23:00:00,1.33048,1.3307,1.3299699999999999,1.33027,798,1,0
2020-09-23 00:00:00,1.3302100000000001,1.33109,1.3299,1.33019,450,10,0
2020-09-23 01:00:00,1.33023,1.33087,1.3301,1.33043,763,1,0
2020-09-23 02:00:00,1.33037,1.3305799999999999,1.32956,1.32973,1296,3,0
2020-09-23 03:00:00,1.32973,1.33191,1.3293599999999999,1.33144,2401,2,0
2020-09-23 04:00:00,1.3314300000000001,1.33164,1.32986,1.33034,2251,1,0
2020-09-23 05:00:00,1.3303,1.3321,1.32949,1.33205,2275,3,0
2020-09-23 06:00:00,1.33205,1.3323,1.33133,1.33205,1547,2,0
2020-09-23 07:00:00,1.33205,1.33295,1.33196,1.33288,1247,2,0
2020-09-23 08:00:00,1.33288,1.33288,1.33199,1.33221,1255,3,0
2020-09-23 09:00:00,1.33218,1.3342100000000001,1.33212,1.33317,1574,3,0
2020-09-23 10:00:00,1.33317,1.3346,1.33256,1.33266,3232,0,0
2020-09-23 11:00:00,1.33266,1.33351,1.33182,1.3320699999999999,1610,3,0
2020-09-23 12:00:00,1.3320699999999999,1.3323800000000001,1.33147,1.33181,1801,2,0
2020-09-23 13:00:00,1.33182,1.33288,1.33158,1.33281,1282,4,0
2020-09-23 14:00:00,1.3328,1.3338,1.3321,1.33351,1298,3,0
2020-09-23 15:00:00,1.33351,1.33561,1.33313,1.3352,2307,0,0
2020-09-23 16:00:00,1.3352,1.33562,1.3321399999999999,1.33539,3221,1,0
2020-09-23 17:00:00,1.33539,1.33684,1.33499,1.3361100000000001,4153,2,0
2020-09-23 18:00:00,1.33613,1.33732,1.33491,1.33715,2757,2,0
2020-09-23 19:00:00,1.3372,1.33743,1.33396,1.33491,3082,1,0
2020-09-23 20:00:00,1.3349199999999999,1.3366500000000001,1.33481,1.33636,1507,3,0
2020-09-23 21:00:00,1.33636,1.3379699999999999,1.33631,1.3379400000000001,2898,0,0
2020-09-23 22:00:00,1.33799,1.3384,1.3366799999999999,1.33782,2850,1,0
2020-09-23 23:00:00,1.33784,1.3385500000000001,1.33764,1.3385500000000001,981,3,0
2020-09-24 00:00:00,1.33841,1.3385099999999999,1.3376700000000001,1.3378700000000001,558,6,0
2020-09-24 01:00:00,1.33778,1.33852,1.33759,1.33822,757,2,0
2020-09-24 02:00:00,1.33822,1.33947,1.33807,1.33874,1625,2,0
2020-09-24 03:00:00,1.33874,1.3389199999999999,1.33761,1.33776,2383,3,0
2020-09-24 04:00:00,1.33776,1.339,1.33721,1.33878,2453,3,0
2020-09-24 05:00:00,1.3388,1.33938,1.33806,1.3390900000000001,1622,2,0
2020-09-24 06:00:00,1.3390900000000001,1.34,1.3388200000000001,1.33993,1659,0,0
2020-09-24 07:00:00,1.33993,1.34094,1.3397700000000001,1.34081,1350,2,0
2020-09-24 08:00:00,1.34081,1.34123,1.34008,1.34013,2629,2,0
2020-09-24 09:00:00,1.34012,1.34149,1.3394,1.341,1980,2,0
2020-09-24 10:00:00,1.34101,1.34118,1.33839,1.33862,2617,0,0
2020-09-24 11:00:00,1.33862,1.34067,1.3384800000000001,1.33961,2032,2,0
2020-09-24 12:00:00,1.33961,1.34084,1.33933,1.34032,1830,2,0
2020-09-24 13:00:00,1.34032,1.34032,1.33801,1.33847,1830,3,0
2020-09-24 14:00:00,1.33847,1.33986,1.33806,1.33929,1676,2,0
2020-09-24 15:00:00,1.33924,1.34161,1.3391,1.34089,2255,2,0
2020-09-24 16:00:00,1.34089,1.34178,1.33908,1.3397999999999999,4076,2,0
