time,open,high,low,close,tick_volume,spread,real_volume
2020-09-18 22:00:00,0.72994,0.73006,0.72937,0.72949,2187,4,0
2020-09-18 23:00:00,0.72948,0.72959,0.72875,0.72882,744,4,0
2020-09-21 00:00:00,0.72958,0.72999,0.7286,0.72962,345,10,0
2020-09-21 01:00:00,0.72946,0.72979,0.72859,0.72934,1037,3,0
2020-09-21 02:00:00,0.72932,0.7297,0.729,0.72935,1063,3,0
2020-09-21 03:00:00,0.72935,0.73105,0.72884,0.73088,1213,3,0
2020-09-21 04:00:00,0.73089,0.73102,0.73001,0.73026,1508,3,0
2020-09-21 05:00:00,0.73026,0.73183,0.73024,0.73138,1649,3,0
2020-09-21 06:00:00,0.73142,0.73189,0.7312,0.73173,1280,2,0
2020-09-21 07:00:00,0.73173,0.7322,0.73172,0.73199,775,3,0
2020-09-21 08:00:00,0.73199,0.7324,0.73119,0.73144,1253,3,0
2020-09-21 09:00:00,0.73144,0.73199,0.73097,0.7316,1675,3,0
2020-09-21 10:00:00,0.7316,0.73194,0.72833,0.72855,3061,3,0
2020-09-21 11:00:00,0.72854,0.7287,0.72712,0.72791,3506,2,0
2020-09-21 12:00:00,0.7279,0.72858,0.72632,0.72651,2475,2,0
2020-09-21 13:00:00,0.72652,0.72705,0.72578,0.72643,2164,2,0
2020-09-21 14:00:00,0.72643,0.7266,0.72554,0.72656,2062,3,0
2020-09-21 15:00:00,0.72656,0.72657,0.72363,0.72467,2575,2,0
2020-09-21 16:00:00,0.72467,0.72527,0.72179,0.72218,4391,2,0
2020-09-21 17:00:00,0.72219,0.72249,0.71998,0.72041,4843,2,0
2020-09-21 18:00:00,0.72053,0.7213,0.71987,0.72117,3321,3,0
2020-09-21 19:00:00,0.72118,0.72174,0.72029,0.7207,2054,2,0
2020-09-21 20:00:00,0.72068,0.72144,0.72034,0.72106,1953,4,0
2020-09-21 21:00:00,0.72106,0.72163,0.72053,0.72063,1955,3,0
2020-09-21 22:00:00,0.72063,0.72247,0.72062,0.72206,2812,3,0
2020-09-21 23:00:00,0.72208,0.7227,0.72203,0.72229,900,4,0
2020-09-22 00:00:00,0.72255,0.72261,0.72185,0.72236,794,5,0
2020-09-22 01:00:00,0.72236,0.72252,0.72198,0.72232,721,4,0
2020-09-22 02:00:00,0.72232,0.72298,0.72214,0.72282,726,3,0
2020-09-22 03:00:00,0.72282,0.72348,0.72037,0.7214,2350,2,0
2020-09-22 04:00:00,0.72139,0.72189,0.71911,0.72131,2629,3,0
2020-09-22 05:00:00,0.72131,0.72183,0.72075,0.72137,1177,3,0
2020-09-22 06:00:00,0.72137,0.72271,0.72129,0.72228,1157,3,0
2020-09-22 07:00:00,0.72228,0.72237,0.72184,0.72197,871,4,0
2020-09-22 08:00:00,0.72197,0.72199,0.7208,0.72085,1216,4,0
2020-09-22 09:00:00,0.72087,0.72149,0.71861,0.71998,2846,2,0
2020-09-22 10:00:00,0.71997,0.72067,0.71779,0.71858,3632,2,0
2020-09-22 11:00:00,0.71858,0.7214,0.71849,0.72085,2941,3,0
2020-09-22 12:00:00,0.72086,0.72178,0.72019,0.7211,1916,3,0
2020-09-22 13:00:00,0.7211,0.72344,0.72104,0.72278,2257,3,0
2020-09-22 14:00:00,0.72278,0.72278,0.72133,0.72152,2093,3,0
2020-09-22 15:00:00,0.72152,0.72213,0.72,0.72142,2864,0,0
2020-09-22 16:00:00,0.72139,0.72289,0.71972,0.72022,2888,1,0
2020-09-22 17:00:00,0.72023,0.72103,0.71755,0.7176,3542,0,0
2020-09-22 18:00:00,0.7176,0.71816,0.71643,0.71716,3665,0,0
2020-09-22 19:00:00,0.71712,0.71792,0.71554,0.71567,2780,1,0
2020-09-22 20:00:00,0.71567,0.71695,0.71542,0.71657,1536,0,0
2020-09-22 21:00:00,0.71657,0.71694,0.71645,0.71664,1443,1,0
2020-09-22 22:00:00,0.71662,0.71746,0.71633,0.71744,1926,1,0
2020-09-22 23:00:00,0.71739,0.7175,0.71676,0.7169,576,1,0
2020-09-23 00:00:00,0.71685,0.71719,0.71646,0.71665,676,8,0
2020-09-23 01:00:00,0.71665,0.71707,0.71646,0.7168,726,2,0
2020-09-23 02:00:00,0.71681,0.71774,0.71661,0.71722,1070,1,0
2020-09-23 03:00:00,0.71722,0.71745,0.71338,0.71346,2047,0,0
2020-09-23 04:00:00,0.71347,0.71421,0.71279,0.71381,2247,1,0
2020-09-23 05:00:00,0.71381,0.71471,0.71258,0.71297,2464,1,0
2020-09-23 06:00:00,0.71297,0.71361,0.71269,0.71283,1351,1,0
2020-09-23 07:00:00,0.71283,0.71285,0.71153,0.71253,1034,0,0
2020-09-23 08:00:00,0.71253,0.71362,0.71253,0.71344,1341,0,0
2020-09-23 09:00:00,0.71343,0.71358,0.7113,0.71303,2511,1,0
2020-09-23 10:00:00,0.71303,0.71312,0.71191,0.71243,3218,0,0
2020-09-23 11:00:00,0.71243,0.71263,0.7112,0.71251,2235,1,0
2020-09-23 12:00:00,0.71251,0.71332,0.71203,0.71303,2510,1,0
2020-09-23 13:00:00,0.71303,0.71349,0.71238,0.71278,1568,1,0
2020-09-23 14:00:00,0.71278,0.71342,0.71149,0.71166,2085,1,0
2020-09-23 15:00:00,0.71167,0.71202,0.71031,0.71088,2604,0,0
2020-09-23 16:00:00,0.71088,0.71184,0.7102,0.71048,3285,0,0
2020-09-23 17:00:00,0.71047,0.71077,0.70876,0.71045,3413,0,0
2020-09-23 18:00:00,0.71043,0.71161,0.70914,0.70942,3411,1,0
2020-09-23 19:00:00,0.70941,0.7105,0.70919,0.71007,3249,1,0
2020-09-23 20:00:00,0.71007,0.71013,0.70927,0.7095,2125,1,0
2020-09-23 21:00:00,0.70949,0.7095,0.7076,0.70764,3537,1,0
2020-09-23 22:00:00,0.70763,0.70798,0.70683,0.70738,5325,1,0
2020-09-23 23:00:00,0.70738,0.7077,0.70682,0.70701,753,1,0
2020-09-24 00:00:00,0.70696,0.7082,0.70685,0.70741,568,0,0
2020-09-24 01:00:00,0.70731,0.70798,0.70696,0.70743,760,1,0
2020-09-24 02:00:00,0.70743,0.70752,0.70594,0.70639,1319,0,0
2020-09-24 03:00:00,0.70639,0.70764,0.70639,0.70725,1619,2,0
2020-09-24 04:00:00,0.70725,0.70808,0.70553,0.70574,1739,1,0
2020-09-24 05:00:00,0.70571,0.70633,0.70481,0.70537,1623,0,0
2020-09-24 06:00:00,0.70537,0.70574,0.70473,0.70489,1229,1,0
2020-09-24 07:00:00,0.70488,0.70502,0.70384,0.70398,1095,1,0
2020-09-24 08:00:00,0.70398,0.70413,0.70305,0.70402,1834,0,0
2020-09-24 09:00:00,0.70401,0.70464,0.70281,0.70331,2680,0,0
2020-09-24 10:00:00,0.7033,0.70545,0.70325,0.70504,3407,0,0
2020-09-24 11:00:00,0.70504,0.70526,0.70381,0.70485,2329,0,0
2020-09-24 12:00:00,0.70485,0.70487,0.70295,0.70346,2319,2,0
2020-09-24 13:00:00,0.70346,0.70537,0.70346,0.70489,2553,0,0
2020-09-24 14:00:00,0.70489,0.70529,0.70332,0.70339,1983,1,0
2020-09-24 15:00:00,0.70344,0.70438,0.70177,0.70226,2943,0,0
2020-09-24 16:00:00,0.70225,0.70368,0.7016,0.7027,4486,0,0
2020-09-24 17:00:00,0.70263,0.70475,0.70171,0.70234,5320,0,0
2020-09-24 18:00:00,0.70234,0.7047,0.70182,0.70453,4060,0,0
2020-09-24 19:00:00,0.70453,0.70566,0.70387,0.70549,4555,1,0
2020-09-24 20:00:00,0.7055,0.70722,0.7052,0.70634,4411,0,0
2020-09-24 21:00:00,0.70637,0.70658,0.70488,0.70502,3349,0,0
2020-09-24 22:00:00,0.70502,0.70577,0.7044,0.7051,4590,0,0
2020-09-24 23:00:00,0.70514,0.70518,0.70421,0.70426,912,1,0
2020-09-25 00:00:00,0.70426,0.7053,0.70417,0.70443,559,2,0
2020-09-25 01:00:00,0.70443,0.70558,0.70443,0.70533,743,0,0
2020-09-25 02:00:00,0.70534,0.70576,0.70506,0.70548,719,0,0
2020-09-25 03:00:00,0.70548,0.70577,0.70502,0.70517,1192,2,0
2020-09-25 04:00:00,0.70518,0.70622,0.70468,0.7053,1424,0,0
2020-09-25 05:00:00,0.70529,0.70599,0.70521,0.70559,1009,1,0
2020-09-25 06:00:00,0.70559,0.70623,0.70556,0.70591,934,1,0
2020-09-25 07:00:00,0.70591,0.70678,0.70574,0.70672,835,0,0
2020-09-25 08:00:00,0.70672,0.70688,0.70593,0.7061,1130,1,0
2020-09-25 09:00:00,0.70608,0.70733,0.70539,0.70731,1986,0,0
2020-09-25 10:00:00,0.7073,0.70868,0.70636,0.70768,3782,0,0
2020-09-25 11:00:00,0.70768,0.70793,0.70686,0.70693,2299,1,0
2020-09-25 12:00:00,0.70693,0.70704,0.70492,0.70519,2132,1,0
2020-09-25 13:00:00,0.70518,0.70523,0.70314,0.70346,2543,0,0
2020-09-25 14:00:00,0.7035,0.704,0.70249,0.70344,3025,1,0
2020-09-25 15:00:00,0.70344,0.7039,0.70258,0.70344,2377,0,0
2020-09-25 16:00:00,0.70342,0.70411,0.70185,0.70239,3707,1,0
2020-09-25 17:00:00,0.70239,0.70273,0.70056,0.70165,4472,0,0
2020-09-25 18:00:00,0.70167,0.70226,0.70067,0.70116,2778,0,0
2020-09-25 19:00:00,0.70116,0.702,0.70104,0.70165,2698,2,0
2020-09-25 20:00:00,0.70166,0.70221,0.70135,0.70201,2267,1,0
2020-09-25 21:00:00,0.70199,0.7027,0.70198,0.70241,2068,1,0
2020-09-25 22:00:00,0.70243,0.70341,0.7024,0.70328,3545,1,0
2020-09-25 23:00:00,0.70327,0.70327,0.70271,0.70303,699,3,0
2020-09-28 00:00:00,0.70293,0.7033,0.70264,0.70322,399,8,0
2020-09-28 01:00:00,0.70326,0.7045,0.70321,0.70399,894,0,0
2020-09-28 02:00:00,0.70399,0.70423,0.70384,0.70399,529,2,0
2020-09-28 03:00:00,0.70399,0.70532,0.70333,0.70336,1927,0,0
2020-09-28 04:00:00,0.70336,0.70538,0.70325,0.70529,1467,2,0
2020-09-28 05:00:00,0.70529,0.70601,0.70511,0.70534,997,2,0
2020-09-28 06:00:00,0.70533,0.70574,0.70519,0.70569,540,2,0
2020-09-28 07:00:00,0.70569,0.70629,0.70552,0.70605,653,2,0
2020-09-28 08:00:00,0.70605,0.70614,0.70469,0.70487,853,1,0
2020-09-28 09:00:00,0.70491,0.7057,0.70443,0.70498,1931,0,0
2020-09-28 10:00:00,0.70498,0.70506,0.70424,0.70424,2493,0,0
2020-09-28 11:00:00,0.70424,0.70543,0.70361,0.70427,2957,1,0
2020-09-28 12:00:00,0.70427,0.70503,0.70407,0.7045,1853,1,0
2020-09-28 13:00:00,0.70454,0.70663,0.70432,0.70623,2162,0,0
2020-09-28 14:00:00,0.70623,0.70743,0.70589,0.70719,1867,0,0
2020-09-28 15:00:00,0.7072,0.70736,0.70515,0.70599,2566,0,0
2020-09-28 16:00:00,0.70599,0.7074,0.70554,0.70589,3011,0,0
2020-09-28 17:00:00,0.70589,0.70722,0.70468,0.70478,3534,1,0
2020-09-28 18:00:00,0.70478,0.70673,0.70478,0.70668,2647,1,0
2020-09-28 19:00:00,0.7067,0.70675,0.70579,0.70634,2453,1,0
2020-09-28 20:00:00,0.70633,0.70707,0.70624,0.70678,1458,1,0
2020-09-28 21:00:00,0.70675,0.70741,0.70648,0.70688,1309,0,0
2020-09-28 22:00:00,0.70688,0.7072,0.70649,0.70718,2848,1,0
2020-09-28 23:00:00,0.70721,0.70736,0.70685,0.707,693,1,0
2020-09-29 00:00:00,0.70699,0.70738,0.70688,0.70716,1074,2,0
2020-09-29 01:00:00,0.70716,0.7079,0.70684,0.70787,826,3,0
2020-09-29 02:00:00,0.70792,0.7096,0.70788,0.70935,957,1,0
2020-09-29 03:00:00,0.70935,0.70954,0.70858,0.70864,1088,1,0
2020-09-29 04:00:00,0.70864,0.70879,0.70744,0.70795,1109,0,0
2020-09-29 05:00:00,0.70795,0.70862,0.70787,0.70818,935,3,0
2020-09-29 06:00:00,0.70818,0.7086,0.70807,0.70831,717,2,0
2020-09-29 07:00:00,0.70835,0.70849,0.70814,0.70837,526,2,0
2020-09-29 08:00:00,0.70837,0.70874,0.70768,0.70837,1002,0,0
2020-09-29 09:00:00,0.70837,0.70932,0.70782,0.70891,1723,1,0
2020-09-29 10:00:00,0.70884,0.71013,0.7074,0.70997,2396,0,0
2020-09-29 11:00:00,0.70996,0.71082,0.7087,0.71079,1993,0,0
2020-09-29 12:00:00,0.71079,0.71205,0.71074,0.71196,2031,0,0
2020-09-29 13:00:00,0.71196,0.712,0.71095,0.712,1372,1,0
2020-09-29 14:00:00,0.712,0.7131,0.71186,0.7131,1698,0,0
2020-09-29 15:00:00,0.7131,0.7138,0.71219,0.71249,2121,1,0
2020-09-29 16:00:00,0.71249,0.71289,0.7115,0.71199,3004,0,0
2020-09-29 17:00:00,0.71198,0.71342,0.71156,0.71169,3773,0,0
2020-09-29 18:00:00,0.71173,0.7125,0.71078,0.71079,3330,0,0
2020-09-29 19:00:00,0.71078,0.71216,0.71009,0.71198,3267,1,0
2020-09-29 20:00:00,0.71198,0.71322,0.71158,0.71282,2718,1,0
2020-09-29 21:00:00,0.7128,0.71373,0.71271,0.71291,2452,1,0
2020-09-29 22:00:00,0.71291,0.71327,0.71261,0.7127,3073,1,0
2020-09-29 23:00:00,0.71269,0.71325,0.71248,0.71311,736,0,0
2020-09-30 00:00:00,0.71314,0.71333,0.71225,0.7129,671,1,0
2020-09-30 01:00:00,0.71293,0.71434,0.71286,0.71433,612,1,0
2020-09-30 02:00:00,0.71434,0.71457,0.71391,0.71452,715,1,0
2020-09-30 03:00:00,0.7145,0.71496,0.71338,0.71338,1384,1,0
2020-09-30 04:00:00,0.71338,0.71461,0.71315,0.71371,1595,2,0
2020-09-30 05:00:00,0.71372,0.71423,0.71264,0.71271,1657,2,0
2020-09-30 06:00:00,0.71267,0.71275,0.71089,0.71138,1751,1,0
2020-09-30 07:00:00,0.71138,0.71177,0.71098,0.71157,1141,1,0
2020-09-30 08:00:00,0.71157,0.71216,0.7106,0.7106,1513,2,0
2020-09-30 09:00:00,0.71064,0.71154,0.70999,0.71151,2284,0,0
2020-09-30 10:00:00,0.71155,0.71228,0.71089,0.71181,2947,0,0
2020-09-30 11:00:00,0.71181,0.7133,0.71137,0.71172,2122,1,0
2020-09-30 12:00:00,0.71172,0.71203,0.71057,0.71178,2071,0,0
2020-09-30 13:00:00,0.71178,0.713,0.7111,0.7118,1871,1,0
2020-09-30 14:00:00,0.71179,0.71242,0.71149,0.71171,1437,1,0
2020-09-30 15:00:00,0.71171,0.71391,0.71124,0.71352,2559,0,0
2020-09-30 16:00:00,0.71354,0.71449,0.71272,0.71401,3196,1,0
2020-09-30 17:00:00,0.71405,0.717,0.71359,0.71674,4672,0,0
2020-09-30 18:00:00,0.71672,0.71712,0.71586,0.71596,3678,0,0
2020-09-30 19:00:00,0.71596,0.71736,0.71587,0.71705,3541,0,0
2020-09-30 20:00:00,0.71706,0.71723,0.71628,0.7171,1576,1,0
2020-09-30 21:00:00,0.71709,0.71752,0.71551,0.71609,4250,0,0
2020-09-30 22:00:00,0.71608,0.71683,0.71506,0.71591,5529,1,0
2020-09-30 23:00:00,0.71593,0.71662,0.71556,0.71597,1473,0,0
2020-10-01 00:00:00,0.71608,0.7166,0.71552,0.71606,424,6,0
2020-10-01 01:00:00,0.71607,0.71708,0.71604,0.71694,714,2,0
2020-10-01 02:00:00,0.71694,0.7173,0.71645,0.71647,856,1,0
2020-10-01 03:00:00,0.71647,0.71707,0.71549,0.71554,1512,1,0
2020-10-01 04:00:00,0.71554,0.71785,0.71549,0.71747,2128,1,0
2020-10-01 05:00:00,0.71747,0.71812,0.71706,0.71809,1183,1,0
2020-10-01 06:00:00,0.71811,0.71834,0.71739,0.71772,716,1,0
2020-10-01 07:00:00,0.71772,0.71798,0.71748,0.7177,787,2,0
2020-10-01 08:00:00,0.7177,0.71892,0.71769,0.71866,1119,0,0
2020-10-01 09:00:00,0.71866,0.71974,0.71836,0.71917,1871,1,0
2020-10-01 10:00:00,0.71916,0.71955,0.71802,0.71826,3201,1,0
2020-10-01 11:00:00,0.71826,0.71917,0.71749,0.71756,2832,1,0
2020-10-01 12:00:00,0.71755,0.71925,0.71749,0.71902,2083,0,0
2020-10-01 13:00:00,0.71904,0.71927,0.71814,0.71854,1602,1,0
2020-10-01 14:00:00,0.71854,0.72091,0.71827,0.72027,2861,0,0
2020-10-01 15:00:00,0.72029,0.72049,0.7191,0.71912,2704,1,0
2020-10-01 16:00:00,0.71911,0.71962,0.71746,0.71795,4180,0,0
2020-10-01 17:00:00,0.71822,0.7186,0.71616,0.7181,4454,0,0
2020-10-01 18:00:00,0.71814,0.71924,0.71805,0.71887,3911,1,0
2020-10-01 19:00:00,0.71884,0.71889,0.71784,0.71851,3544,1,0
2020-10-01 20:00:00,0.71851,0.71918,0.71788,0.7182,3210,0,0
2020-10-01 21:00:00,0.7182,0.71938,0.71705,0.71918,4137,1,0
2020-10-01 22:00:00,0.7192,0.71947,0.71867,0.719,3956,1,0
2020-10-01 23:00:00,0.71904,0.71921,0.71804,0.71825,775,0,0
2020-10-02 00:00:00,0.71813,0.7188,0.71805,0.7184,441,8,0
2020-10-02 01:00:00,0.71842,0.7188,0.71816,0.71843,749,0,0
2020-10-02 02:00:00,0.71844,0.71847,0.718,0.7181,649,2,0
2020-10-02 03:00:00,0.71808,0.71849,0.7164,0.71671,1607,1,0
2020-10-02 04:00:00,0.71672,0.71747,0.71645,0.71673,1340,2,0
2020-10-02 05:00:00,0.71673,0.71681,0.71582,0.71608,1276,1,0
2020-10-02 06:00:00,0.71609,0.71626,0.71566,0.71589,1017,1,0
2020-10-02 07:00:00,0.71589,0.71613,0.71338,0.71406,1483,0,0
2020-10-02 08:00:00,0.71407,0.7155,0.71305,0.71418,5001,2,0
2020-10-02 09:00:00,0.71418,0.7162,0.71376,0.71599,3598,0,0
2020-10-02 10:00:00,0.71598,0.71749,0.7153,0.71552,3641,0,0
2020-10-02 11:00:00,0.71551,0.71591,0.71469,0.71481,2737,1,0
2020-10-02 12:00:00,0.7148,0.71562,0.71466,0.71482,2283,1,0
2020-10-02 13:00:00,0.71483,0.71536,0.71429,0.7151,2057,1,0
2020-10-02 14:00:00,0.7151,0.71636,0.71478,0.71579,2184,1,0
2020-10-02 15:00:00,0.71577,0.71674,0.71407,0.71481,3803,1,0
2020-10-02 16:00:00,0.7148,0.71668,0.71392,0.71628,4741,0,0
2020-10-02 17:00:00,0.71626,0.71727,0.71579,0.71635,4509,0,0
2020-10-02 18:00:00,0.7164,0.71658,0.71449,0.71455,3647,0,0
2020-10-02 19:00:00,0.71455,0.7167,0.7144,0.7159,5224,0,0
2020-10-02 20:00:00,0.71586,0.71621,0.71517,0.71527,4247,1,0
2020-10-02 21:00:00,0.71526,0.71611,0.71515,0.71592,3559,1,0
2020-10-02 22:00:00,0.71591,0.7163,0.7153,0.71571,3723,0,0
2020-10-02 23:00:00,0.71571,0.71639,0.71541,0.71631,866,4,0
2020-10-05 00:00:00,0.71652,0.71657,0.71558,0.71625,363,4,0
2020-10-05 01:00:00,0.71625,0.71686,0.71584,0.7166,893,3,0
2020-10-05 02:00:00,0.71664,0.71745,0.71638,0.71731,1032,0,0
2020-10-05 03:00:00,0.71731,0.71918,0.71724,0.71822,1795,0,0
2020-10-05 04:00:00,0.71822,0.71879,0.71789,0.71871,1457,1,0
2020-10-05 05:00:00,0.7187,0.71898,0.71849,0.71859,1115,2,0
2020-10-05 06:00:00,0.71859,0.71881,0.71774,0.71797,862,2,0
2020-10-05 07:00:00,0.71797,0.71828,0.71773,0.71816,828,2,0
2020-10-05 08:00:00,0.71816,0.71835,0.71789,0.71818,772,0,0
2020-10-05 09:00:00,0.71819,0.71819,0.71685,0.71729,1643,2,0
2020-10-05 10:00:00,0.71729,0.71746,0.71624,0.71694,2361,1,0
2020-10-05 11:00:00,0.71694,0.71813,0.71683,0.71804,1915,1,0
2020-10-05 12:00:00,0.71804,0.71861,0.71803,0.71846,1898,1,0
2020-10-05 13:00:00,0.71846,0.71848,0.71743,0.71784,1294,0,0
2020-10-05 14:00:00,0.71783,0.71853,0.71762,0.71831,1365,0,0
2020-10-05 15:00:00,0.71832,0.71858,0.71763,0.71816,2156,0,0
2020-10-05 16:00:00,0.71815,0.71915,0.71777,0.71853,3187,1,0
2020-10-05 17:00:00,0.71855,0.71931,0.71811,0.71887,3117,1,0
2020-10-05 18:00:00,0.71891,0.7191,0.71782,0.718,2114,0,0
2020-10-05 19:00:00,0.718,0.71877,0.71781,0.71859,1597,1,0
2020-10-05 20:00:00,0.7186,0.71863,0.71741,0.7175,1313,0,0
2020-10-05 21:00:00,0.7175,0.71762,0.71717,0.71748,1494,0,0
2020-10-05 22:00:00,0.71748,0.71844,0.71725,0.71836,2332,1,0
2020-10-05 23:00:00,0.71833,0.71852,0.7178,0.71787,699,2,0
